order_id,customer_id,restaurant_id,order_time,delivery_time,status,delivery_duration,payment_method,total_amount
ORD003198,CUST07182,REST0099,2024-08-11 21:22:00,2024-08-11 20:32:00,Delivered,50,Cash,142
ORD003199,CUST00838,REST0179,2024-11-07 18:56:00,2024-11-07 18:07:00,Preparing,49,UPI,368
ORD003200,CUST05786,REST0173,2024-01-12 12:40:00,2024-01-12 12:09:00,Cancelled,31,Cash,216
ORD003201,CUST03008,REST0081,2025-11-03 23:06:00,2025-11-03 22:46:00,Delivered,20,UPI,208
ORD003202,CUST06391,REST0113,2025-10-04 21:12:00,2025-10-04 20:41:00,Delivered,31,UPI,648
ORD003203,CUST03041,REST0009,2025-01-18 21:28:00,2025-01-18 20:55:00,Delivered,33,Credit Card,318
ORD003204,CUST08787,REST0032,2025-11-30 21:10:00,2025-11-30 20:22:00,Delivered,48,UPI,504
ORD003205,CUST07746,REST0034,2024-03-31 13:55:00,2024-03-31 13:06:00,Delivered,49,Debit Card,274
ORD003206,CUST07572,REST0193,2024-08-08 12:45:00,2024-08-08 12:24:00,Delivered,21,Debit Card,82
ORD003207,CUST09450,REST0117,2024-04-23 13:16:00,2024-04-23 12:27:00,Delivered,49,Debit Card,163
ORD003208,CUST09262,REST0149,2024-01-08 12:38:00,2024-01-08 12:06:00,Delivered,32,Cash,88
ORD003209,CUST09053,REST0166,2025-03-29 13:31:00,2025-03-29 13:01:00,Delivered,30,Credit Card,340
ORD003210,CUST04669,REST0123,2024-08-01 19:21:00,2024-08-01 19:01:00,Delivered,20,UPI,308
ORD003211,CUST07436,REST0069,2024-03-17 12:09:00,2024-03-17 11:21:00,Delivered,48,UPI,654
ORD003212,CUST03370,REST0154,2024-11-23 13:09:00,2024-11-23 12:18:00,Delivered,51,UPI,444
ORD003213,CUST09770,REST0093,2025-03-22 18:51:00,2025-03-22 18:31:00,Delivered,20,Debit Card,362
ORD003214,CUST06576,REST0135,2024-10-06 20:34:00,2024-10-06 19:53:00,Cancelled,41,UPI,336
ORD003215,CUST07806,REST0024,2025-05-24 22:17:00,2025-05-24 21:28:00,Delivered,49,Wallet,141
ORD003216,CUST02454,REST0077,2025-08-01 12:49:00,2025-08-01 11:54:00,Cancelled,55,UPI,42
ORD003217,CUST01459,REST0020,2024-06-10 11:33:00,2024-06-10 11:12:00,Delivered,21,UPI,567
ORD003218,CUST05536,REST0009,2024-03-15 21:21:00,2024-03-15 20:38:00,Delivered,43,UPI,465
ORD003219,CUST05929,REST0010,2024-03-08 20:17:00,2024-03-08 19:40:00,Delivered,37,UPI,694
ORD003220,CUST08802,REST0104,2024-02-20 19:59:00,2024-02-20 19:17:00,Cancelled,42,Cash,624
ORD003221,CUST04649,REST0192,2025-07-23 14:37:00,2025-07-23 14:12:00,Delivered,25,Wallet,543
ORD003222,CUST05443,REST0017,2025-04-03 21:17:00,2025-04-03 20:38:00,Delivered,39,UPI,201
ORD003223,CUST00315,REST0197,2024-05-03 20:24:00,2024-05-03 19:58:00,Preparing,26,Wallet,298
ORD003224,CUST03310,REST0141,2025-05-26 21:13:00,2025-05-26 20:25:00,Delivered,48,UPI,705
ORD003225,CUST03404,REST0068,2024-10-01 20:13:00,2024-10-01 19:47:00,Delivered,26,Credit Card,522
ORD003226,CUST03530,REST0157,2025-03-08 13:54:00,2025-03-08 13:04:00,Delivered,50,UPI,148
ORD003227,CUST01095,REST0048,2024-06-05 20:11:00,2024-06-05 19:35:00,Delivered,36,UPI,263
ORD003228,CUST06240,REST0173,2025-05-31 20:56:00,2025-05-31 20:28:00,Delivered,28,UPI,319
ORD003229,CUST04898,REST0130,2024-12-27 20:12:00,2024-12-27 19:41:00,Delivered,31,UPI,333
ORD003230,CUST07143,REST0105,2025-01-04 20:20:00,2025-01-04 19:31:00,Preparing,49,Credit Card,771
ORD003231,CUST03702,REST0053,2025-10-05 21:44:00,2025-10-05 20:44:00,Delivered,60,Debit Card,195
ORD003232,CUST05323,REST0097,2025-08-12 19:14:00,2025-08-12 18:42:00,Delivered,32,Debit Card,216
ORD003233,CUST06023,REST0101,2025-06-30 13:57:00,2025-06-30 13:08:00,Delivered,49,Credit Card,201
ORD003234,CUST02376,REST0177,2025-11-24 14:43:00,2025-11-24 13:45:00,Delivered,58,Debit Card,609
ORD003235,CUST05528,REST0163,2024-06-19 20:44:00,2024-06-19 20:09:00,Delivered,35,Wallet,96
ORD003236,CUST01660,REST0107,2024-01-04 22:03:00,2024-01-04 21:40:00,Delivered,23,UPI,394
ORD003237,CUST00545,REST0111,2024-03-01 13:12:00,2024-03-01 12:44:00,Delivered,28,UPI,482
ORD003238,CUST00881,REST0189,2025-12-06 22:57:00,2025-12-06 22:11:00,Delivered,46,UPI,256
ORD003239,CUST09066,REST0141,2024-07-05 21:01:00,2024-07-05 20:12:00,Delivered,49,UPI,282
ORD003240,CUST09611,REST0028,2025-10-30 21:51:00,2025-10-30 21:13:00,Cancelled,38,UPI,114
ORD003241,CUST04336,REST0129,2024-09-28 21:12:00,2024-09-28 20:16:00,Delivered,56,Credit Card,984
ORD003242,CUST08791,REST0074,2024-07-02 21:33:00,2024-07-02 20:49:00,Delivered,44,UPI,102
ORD003243,CUST06405,REST0049,2025-10-01 13:35:00,2025-10-01 12:58:00,Delivered,37,Credit Card,422
ORD003244,CUST01384,REST0136,2025-01-31 14:29:00,2025-01-31 13:37:00,Preparing,52,UPI,185
ORD003245,CUST02540,REST0153,2024-08-07 20:32:00,2024-08-07 19:39:00,Delivered,53,UPI,216
ORD003246,CUST08765,REST0036,2025-01-03 13:49:00,2025-01-03 13:00:00,Delivered,49,UPI,816
ORD003247,CUST02918,REST0197,2024-08-13 21:26:00,2024-08-13 20:30:00,Delivered,56,Credit Card,476
ORD003248,CUST04394,REST0129,2025-04-21 21:11:00,2025-04-21 20:35:00,Delivered,36,UPI,140
ORD003249,CUST09235,REST0169,2024-04-03 13:00:00,2024-04-03 12:25:00,Delivered,35,UPI,190
ORD003250,CUST02446,REST0065,2024-11-11 14:03:00,2024-11-11 13:03:00,Delivered,60,UPI,193
ORD003251,CUST05035,REST0166,2025-03-06 21:04:00,2025-03-06 20:37:00,Delivered,27,UPI,296
ORD003252,CUST06798,REST0133,2025-02-27 14:07:00,2025-02-27 13:28:00,Delivered,39,Cash,324
ORD003253,CUST05846,REST0117,2025-05-17 20:06:00,2025-05-17 19:44:00,Delivered,22,UPI,555
ORD003254,CUST07376,REST0167,2024-03-26 13:26:00,2024-03-26 13:00:00,Cancelled,26,UPI,271
ORD003255,CUST08212,REST0023,2025-03-01 12:21:00,2025-03-01 11:58:00,Delivered,23,Wallet,183
ORD003256,CUST03958,REST0141,2025-06-07 22:07:00,2025-06-07 21:40:00,Cancelled,27,UPI,148
ORD003257,CUST08994,REST0054,2025-12-19 20:01:00,2025-12-19 19:18:00,Delivered,43,UPI,288
ORD003258,CUST09362,REST0188,2025-06-01 20:33:00,2025-06-01 20:10:00,Delivered,23,UPI,812
ORD003259,CUST02276,REST0032,2024-09-20 15:15:00,2024-09-20 14:41:00,Delivered,34,UPI,209
ORD003260,CUST07955,REST0142,2024-03-10 21:05:00,2024-03-10 20:22:00,Delivered,43,Debit Card,57
ORD003261,CUST04997,REST0102,2025-04-12 23:29:00,2025-04-12 22:42:00,Delivered,47,Debit Card,46
ORD003262,CUST02220,REST0049,2025-08-30 14:12:00,2025-08-30 13:21:00,Delivered,51,UPI,120
ORD003263,CUST06646,REST0091,2025-02-03 18:40:00,2025-02-03 18:01:00,Delivered,39,UPI,348
ORD003264,CUST08610,REST0047,2025-09-11 14:09:00,2025-09-11 13:43:00,Delivered,26,Debit Card,855
ORD003265,CUST01457,REST0194,2024-02-27 23:08:00,2024-02-27 22:21:00,Delivered,47,Cash,126
ORD003266,CUST02817,REST0198,2025-07-18 20:23:00,2025-07-18 19:39:00,Delivered,44,UPI,428
ORD003267,CUST06480,REST0073,2024-12-31 14:14:00,2024-12-31 13:29:00,Delivered,45,UPI,306
ORD003268,CUST05481,REST0085,2024-03-30 12:00:00,2024-03-30 11:32:00,Delivered,28,Credit Card,266
ORD003269,CUST08461,REST0184,2024-10-19 22:01:00,2024-10-19 21:33:00,Delivered,28,UPI,261
ORD003270,CUST03873,REST0137,2025-09-13 20:03:00,2025-09-13 19:20:00,Delivered,43,UPI,486
ORD003271,CUST07012,REST0196,2025-04-09 20:59:00,2025-04-09 20:37:00,Delivered,22,Debit Card,75
ORD003272,CUST04755,REST0094,2025-04-14 22:07:00,2025-04-14 21:31:00,Delivered,36,Debit Card,216
ORD003273,CUST09283,REST0031,2024-12-04 12:05:00,2024-12-04 11:10:00,Delivered,55,UPI,774
ORD003274,CUST04231,REST0199,2024-02-22 13:11:00,2024-02-22 12:31:00,Delivered,40,Cash,330
ORD003275,CUST06638,REST0148,2025-10-11 22:35:00,2025-10-11 21:39:00,Delivered,56,Cash,71
ORD003276,CUST02455,REST0034,2024-08-02 21:01:00,2024-08-02 20:25:00,Delivered,36,Credit Card,200
ORD003277,CUST01435,REST0017,2024-05-25 12:07:00,2024-05-25 11:14:00,Delivered,53,UPI,705
ORD003278,CUST02255,REST0069,2024-04-01 14:13:00,2024-04-01 13:45:00,Delivered,28,UPI,543
ORD003279,CUST06668,REST0168,2024-11-23 14:25:00,2024-11-23 13:44:00,Delivered,41,Wallet,91
ORD003280,CUST04037,REST0128,2025-01-19 20:20:00,2025-01-19 19:21:00,Delivered,59,UPI,231
ORD003281,CUST03395,REST0046,2024-01-23 14:01:00,2024-01-23 13:32:00,Delivered,29,Debit Card,308
ORD003282,CUST09470,REST0141,2024-03-19 12:31:00,2024-03-19 11:38:00,Delivered,53,UPI,807
ORD003283,CUST01995,REST0178,2025-01-26 22:10:00,2025-01-26 21:38:00,Delivered,32,Credit Card,206
ORD003284,CUST03695,REST0062,2025-12-29 21:29:00,2025-12-29 21:04:00,Delivered,25,Debit Card,235
ORD003285,CUST04108,REST0061,2025-11-24 14:15:00,2025-11-24 13:32:00,Delivered,43,UPI,320
ORD003286,CUST08819,REST0051,2025-03-05 20:18:00,2025-03-05 19:55:00,Delivered,23,Credit Card,312
ORD003287,CUST08455,REST0060,2024-03-30 14:52:00,2024-03-30 13:58:00,Delivered,54,UPI,150
ORD003288,CUST09629,REST0016,2025-08-17 14:12:00,2025-08-17 13:26:00,Delivered,46,UPI,1011
ORD003289,CUST02849,REST0051,2025-03-02 14:08:00,2025-03-02 13:29:00,Delivered,39,UPI,91
ORD003290,CUST05373,REST0091,2024-09-13 22:31:00,2024-09-13 21:32:00,Delivered,59,Cash,642
ORD003291,CUST08005,REST0070,2024-04-23 12:47:00,2024-04-23 12:03:00,Delivered,44,Credit Card,205
ORD003292,CUST00640,REST0097,2024-02-20 20:14:00,2024-02-20 19:46:00,Delivered,28,UPI,759
ORD003293,CUST00899,REST0073,2025-01-08 19:57:00,2025-01-08 19:04:00,Delivered,53,Debit Card,243
ORD003294,CUST05544,REST0008,2024-05-26 14:29:00,2024-05-26 14:01:00,Delivered,28,UPI,390
ORD003295,CUST03855,REST0114,2024-04-18 13:46:00,2024-04-18 13:07:00,Delivered,39,UPI,229
ORD003296,CUST06444,REST0030,2025-03-06 22:11:00,2025-03-06 21:35:00,Delivered,36,UPI,570
ORD003297,CUST00151,REST0173,2024-09-12 12:00:00,2024-09-12 11:37:00,Delivered,23,UPI,372
ORD003298,CUST06498,REST0137,2024-06-20 19:53:00,2024-06-20 19:10:00,Delivered,43,UPI,504
ORD003299,CUST05556,REST0031,2025-01-18 20:27:00,2025-01-18 19:34:00,Preparing,53,Credit Card,157
ORD003300,CUST09763,REST0156,2025-11-16 22:24:00,2025-11-16 21:45:00,Delivered,39,UPI,502
ORD003301,CUST00364,REST0174,2024-12-07 20:01:00,2024-12-07 19:04:00,Delivered,57,Cash,105
ORD003302,CUST06114,REST0056,2025-03-18 13:55:00,2025-03-18 13:20:00,Delivered,35,UPI,482
ORD003303,CUST06401,REST0127,2024-06-22 14:02:00,2024-06-22 13:09:00,Delivered,53,UPI,342
ORD003304,CUST04239,REST0152,2024-01-10 21:22:00,2024-01-10 20:32:00,Delivered,50,Credit Card,270
ORD003305,CUST04529,REST0025,2025-12-02 14:27:00,2025-12-02 13:28:00,Delivered,59,UPI,537
ORD003306,CUST03217,REST0129,2024-02-15 21:19:00,2024-02-15 20:58:00,Delivered,21,Credit Card,88
ORD003307,CUST00016,REST0180,2025-05-10 22:02:00,2025-05-10 21:02:00,Delivered,60,UPI,1071
ORD003308,CUST01183,REST0007,2025-11-20 14:00:00,2025-11-20 13:26:00,Delivered,34,UPI,912
ORD003309,CUST01018,REST0149,2024-05-10 21:31:00,2024-05-10 20:47:00,Delivered,44,UPI,120
ORD003310,CUST00835,REST0140,2024-12-19 14:03:00,2024-12-19 13:11:00,Delivered,52,Credit Card,239
ORD003311,CUST07275,REST0139,2025-05-16 19:57:00,2025-05-16 19:32:00,Preparing,25,Credit Card,135
ORD003312,CUST07208,REST0185,2024-03-12 14:14:00,2024-03-12 13:47:00,Delivered,27,UPI,104
ORD003313,CUST04894,REST0020,2025-03-07 15:16:00,2025-03-07 14:37:00,Preparing,39,Credit Card,320
ORD003314,CUST05220,REST0162,2024-09-13 14:56:00,2024-09-13 14:00:00,Delivered,56,UPI,324
ORD003315,CUST08926,REST0025,2024-03-14 14:23:00,2024-03-14 13:37:00,Preparing,46,UPI,372
ORD003316,CUST01227,REST0058,2025-06-07 13:10:00,2025-06-07 12:25:00,Delivered,45,UPI,167
ORD003317,CUST04094,REST0144,2025-08-04 19:26:00,2025-08-04 18:47:00,Delivered,39,Debit Card,274
ORD003318,CUST07470,REST0179,2025-07-20 14:22:00,2025-07-20 13:30:00,Delivered,52,Wallet,168
ORD003319,CUST08325,REST0024,2025-08-08 14:56:00,2025-08-08 14:14:00,Delivered,42,Credit Card,644
ORD003320,CUST06972,REST0082,2025-08-07 20:53:00,2025-08-07 20:11:00,Delivered,42,Debit Card,807
ORD003321,CUST09257,REST0048,2024-08-28 10:57:00,2024-08-28 10:07:00,Delivered,50,Credit Card,693
ORD003322,CUST08679,REST0025,2025-05-14 15:04:00,2025-05-14 14:06:00,Delivered,58,Cash,741
ORD003323,CUST08238,REST0090,2025-04-22 23:34:00,2025-04-22 22:41:00,Delivered,53,UPI,1116
ORD003324,CUST01119,REST0012,2025-03-06 20:31:00,2025-03-06 20:11:00,Delivered,20,UPI,210
ORD003325,CUST02367,REST0137,2025-05-17 19:03:00,2025-05-17 18:25:00,Delivered,38,Credit Card,49
ORD003326,CUST03074,REST0012,2024-11-01 21:15:00,2024-11-01 20:53:00,Delivered,22,Debit Card,271
ORD003327,CUST09002,REST0014,2024-08-11 21:12:00,2024-08-11 20:19:00,Delivered,53,UPI,519
ORD003328,CUST01525,REST0035,2024-11-28 13:27:00,2024-11-28 12:46:00,Delivered,41,UPI,729
ORD003329,CUST04869,REST0175,2024-06-03 11:09:00,2024-06-03 10:15:00,Delivered,54,Cash,560
ORD003330,CUST02328,REST0129,2025-06-01 19:50:00,2025-06-01 19:26:00,Delivered,24,UPI,912
ORD003331,CUST00068,REST0033,2024-04-06 19:35:00,2024-04-06 19:10:00,Delivered,25,Debit Card,174
ORD003332,CUST08135,REST0199,2025-02-04 15:10:00,2025-02-04 14:25:00,Delivered,45,Wallet,249
ORD003333,CUST09657,REST0045,2025-06-03 12:01:00,2025-06-03 11:15:00,Preparing,46,UPI,134
ORD003334,CUST01839,REST0122,2024-01-11 13:42:00,2024-01-11 12:43:00,Delivered,59,UPI,370
ORD003335,CUST04172,REST0108,2024-02-01 21:04:00,2024-02-01 20:31:00,Delivered,33,Credit Card,615
ORD003336,CUST05734,REST0174,2024-07-24 12:57:00,2024-07-24 12:16:00,Delivered,41,Credit Card,441
ORD003337,CUST05888,REST0142,2025-04-07 21:18:00,2025-04-07 20:37:00,Delivered,41,Debit Card,411
ORD003338,CUST00363,REST0042,2025-01-13 14:52:00,2025-01-13 14:29:00,Delivered,23,UPI,486
ORD003339,CUST08219,REST0083,2024-06-04 14:32:00,2024-06-04 13:54:00,Delivered,38,Credit Card,334
ORD003340,CUST02817,REST0034,2025-09-05 22:07:00,2025-09-05 21:15:00,Delivered,52,Cash,506
ORD003341,CUST01221,REST0122,2024-05-03 14:20:00,2024-05-03 13:29:00,Delivered,51,Credit Card,207
ORD003342,CUST07449,REST0010,2025-02-22 21:10:00,2025-02-22 20:28:00,Delivered,42,Cash,600
ORD003343,CUST08144,REST0134,2024-04-21 21:18:00,2024-04-21 20:41:00,Delivered,37,Credit Card,704
ORD003344,CUST00014,REST0189,2024-05-14 20:11:00,2024-05-14 19:35:00,Delivered,36,UPI,738
ORD003345,CUST08730,REST0151,2024-11-23 19:39:00,2024-11-23 18:53:00,Delivered,46,UPI,620
ORD003346,CUST09919,REST0166,2024-12-17 19:23:00,2024-12-17 19:01:00,Delivered,22,Credit Card,996
ORD003347,CUST01823,REST0195,2024-12-20 21:39:00,2024-12-20 20:47:00,Delivered,52,Wallet,1428
ORD003348,CUST00815,REST0047,2025-01-27 21:56:00,2025-01-27 20:59:00,Delivered,57,UPI,94
ORD003349,CUST04292,REST0009,2025-03-01 15:15:00,2025-03-01 14:35:00,Delivered,40,UPI,404
ORD003350,CUST01318,REST0168,2025-07-01 12:27:00,2025-07-01 11:59:00,Delivered,28,UPI,1407
ORD003351,CUST04517,REST0155,2025-12-30 13:59:00,2025-12-30 13:35:00,Delivered,24,Debit Card,426
ORD003352,CUST09903,REST0163,2025-05-03 14:44:00,2025-05-03 14:14:00,Cancelled,30,UPI,160
ORD003353,CUST04588,REST0113,2024-09-13 19:40:00,2024-09-13 18:57:00,Delivered,43,UPI,316
ORD003354,CUST06024,REST0006,2024-12-21 15:45:00,2024-12-21 14:54:00,Delivered,51,Cash,469
ORD003355,CUST01371,REST0156,2025-02-21 18:38:00,2025-02-21 18:02:00,Delivered,36,UPI,320
ORD003356,CUST05247,REST0027,2025-02-05 14:35:00,2025-02-05 13:38:00,Cancelled,57,Wallet,322
ORD003357,CUST09083,REST0179,2024-09-03 20:45:00,2024-09-03 20:03:00,Delivered,42,UPI,537
ORD003358,CUST00442,REST0076,2024-06-13 14:03:00,2024-06-13 13:06:00,Delivered,57,UPI,378
ORD003359,CUST05033,REST0032,2024-11-19 14:23:00,2024-11-19 13:31:00,Delivered,52,Credit Card,411
ORD003360,CUST04345,REST0143,2024-02-22 14:32:00,2024-02-22 13:54:00,Delivered,38,Cash,531
ORD003361,CUST00149,REST0006,2024-02-11 12:21:00,2024-02-11 11:58:00,Preparing,23,Wallet,53
ORD003362,CUST07707,REST0143,2025-06-02 22:04:00,2025-06-02 21:16:00,Cancelled,48,Debit Card,399
ORD003363,CUST05804,REST0196,2024-10-16 14:21:00,2024-10-16 13:25:00,Delivered,56,Credit Card,147
ORD003364,CUST09167,REST0098,2024-04-17 14:16:00,2024-04-17 13:36:00,Cancelled,40,UPI,531
ORD003365,CUST05396,REST0092,2024-05-26 12:38:00,2024-05-26 12:00:00,Delivered,38,Credit Card,185
ORD003366,CUST08562,REST0046,2025-01-02 20:03:00,2025-01-02 19:06:00,Delivered,57,UPI,654
ORD003367,CUST01610,REST0056,2024-01-15 20:06:00,2024-01-15 19:10:00,Delivered,56,Cash,354
ORD003368,CUST01854,REST0188,2025-09-28 20:14:00,2025-09-28 19:52:00,Delivered,22,UPI,189
ORD003369,CUST09469,REST0051,2025-07-25 20:14:00,2025-07-25 19:28:00,Preparing,46,UPI,228
ORD003370,CUST05099,REST0134,2024-06-18 21:13:00,2024-06-18 20:33:00,Delivered,40,Cash,239
ORD003371,CUST00778,REST0121,2024-01-18 20:26:00,2024-01-18 19:36:00,Delivered,50,UPI,648
ORD003372,CUST00787,REST0174,2025-12-17 19:27:00,2025-12-17 19:01:00,Delivered,26,UPI,253
ORD003373,CUST00244,REST0091,2025-10-10 20:31:00,2025-10-10 19:43:00,Delivered,48,UPI,265
ORD003374,CUST01074,REST0081,2025-06-06 12:27:00,2025-06-06 12:00:00,Delivered,27,UPI,129
ORD003375,CUST01203,REST0124,2024-04-30 14:18:00,2024-04-30 13:52:00,Delivered,26,UPI,279
ORD003376,CUST00240,REST0129,2025-03-24 21:13:00,2025-03-24 20:25:00,Delivered,48,Credit Card,146
ORD003377,CUST07601,REST0191,2025-09-13 12:36:00,2025-09-13 12:02:00,Delivered,34,UPI,132
ORD003378,CUST09625,REST0109,2025-03-24 14:21:00,2025-03-24 13:22:00,Delivered,59,UPI,144
ORD003379,CUST03046,REST0053,2025-03-03 11:21:00,2025-03-03 10:28:00,Delivered,53,Credit Card,166
ORD003380,CUST06890,REST0054,2025-09-03 19:43:00,2025-09-03 18:59:00,Delivered,44,Debit Card,528
ORD003381,CUST06175,REST0035,2025-02-18 14:43:00,2025-02-18 13:53:00,Cancelled,50,Credit Card,308
ORD003382,CUST05845,REST0094,2024-08-22 19:30:00,2024-08-22 18:48:00,Delivered,42,UPI,164
ORD003383,CUST02052,REST0174,2025-06-14 20:22:00,2025-06-14 19:54:00,Delivered,28,Credit Card,77
ORD003384,CUST01126,REST0148,2024-02-19 20:35:00,2024-02-19 19:52:00,Cancelled,43,Debit Card,264
ORD003385,CUST00397,REST0112,2025-03-19 18:49:00,2025-03-19 18:15:00,Delivered,34,UPI,1434
ORD003386,CUST03784,REST0171,2024-10-20 21:14:00,2024-10-20 20:31:00,Delivered,43,UPI,356
ORD003387,CUST07690,REST0008,2025-09-15 20:05:00,2025-09-15 19:32:00,Preparing,33,Cash,185
ORD003388,CUST00764,REST0161,2024-11-27 20:02:00,2024-11-27 19:11:00,Delivered,51,Wallet,256
ORD003389,CUST09050,REST0155,2024-11-02 21:41:00,2024-11-02 20:57:00,Delivered,44,UPI,1023
ORD003390,CUST08655,REST0072,2024-09-07 14:24:00,2024-09-07 13:56:00,Delivered,28,UPI,494
ORD003391,CUST08275,REST0022,2024-11-20 21:45:00,2024-11-20 20:55:00,Delivered,50,Wallet,705
ORD003392,CUST08063,REST0144,2024-07-15 20:00:00,2024-07-15 19:00:00,Delivered,60,UPI,255
ORD003393,CUST03451,REST0165,2024-03-31 15:26:00,2024-03-31 14:42:00,Delivered,44,Debit Card,164
ORD003394,CUST00405,REST0134,2025-08-16 22:37:00,2025-08-16 21:47:00,Delivered,50,Debit Card,498
ORD003395,CUST07688,REST0133,2025-04-25 12:25:00,2025-04-25 11:43:00,Delivered,42,UPI,735
ORD003396,CUST07165,REST0031,2025-02-27 19:08:00,2025-02-27 18:36:00,Cancelled,32,Debit Card,414
ORD003397,CUST04096,REST0100,2024-04-02 21:19:00,2024-04-02 20:45:00,Delivered,34,Debit Card,582
ORD003398,CUST07419,REST0052,2024-12-22 14:03:00,2024-12-22 13:37:00,Cancelled,26,UPI,444
ORD003399,CUST00648,REST0111,2024-03-06 21:19:00,2024-03-06 20:39:00,Delivered,40,UPI,666
ORD003400,CUST09370,REST0022,2024-09-24 20:37:00,2024-09-24 20:03:00,Delivered,34,UPI,472
ORD003401,CUST07585,REST0143,2024-06-03 18:51:00,2024-06-03 18:12:00,Delivered,39,UPI,195
ORD003402,CUST04491,REST0186,2025-07-13 21:49:00,2025-07-13 21:23:00,Delivered,26,Debit Card,831
ORD003403,CUST06994,REST0039,2024-04-04 13:32:00,2024-04-04 12:49:00,Delivered,43,UPI,480
ORD003404,CUST08572,REST0141,2025-07-03 13:51:00,2025-07-03 13:18:00,Delivered,33,UPI,633
ORD003405,CUST08431,REST0052,2024-08-03 11:53:00,2024-08-03 11:10:00,Delivered,43,UPI,272
ORD003406,CUST02279,REST0135,2025-04-23 22:27:00,2025-04-23 21:42:00,Delivered,45,UPI,61
ORD003407,CUST06613,REST0187,2025-07-21 13:52:00,2025-07-21 13:02:00,Delivered,50,UPI,240
ORD003408,CUST06061,REST0185,2024-01-15 13:58:00,2024-01-15 13:13:00,Delivered,45,UPI,393
ORD003409,CUST05933,REST0177,2025-11-14 19:36:00,2025-11-14 18:36:00,Delivered,60,Debit Card,495
ORD003410,CUST05047,REST0155,2025-12-25 14:17:00,2025-12-25 13:43:00,Cancelled,34,UPI,169
ORD003411,CUST05730,REST0144,2025-02-25 13:55:00,2025-02-25 13:24:00,Preparing,31,Wallet,597
ORD003412,CUST02451,REST0086,2024-11-21 13:38:00,2024-11-21 13:18:00,Delivered,20,UPI,1098
ORD003413,CUST09316,REST0040,2024-06-15 21:48:00,2024-06-15 21:22:00,Delivered,26,UPI,106
ORD003414,CUST00793,REST0022,2024-02-07 15:11:00,2024-02-07 14:49:00,Delivered,22,Debit Card,582
ORD003415,CUST02901,REST0006,2024-10-30 14:27:00,2024-10-30 14:01:00,Delivered,26,Credit Card,150
ORD003416,CUST01108,REST0169,2025-10-11 20:42:00,2025-10-11 19:58:00,Delivered,44,UPI,239
ORD003417,CUST05303,REST0023,2024-01-25 15:34:00,2024-01-25 14:40:00,Delivered,54,UPI,104
ORD003418,CUST07905,REST0040,2024-03-18 18:34:00,2024-03-18 18:03:00,Cancelled,31,UPI,576
ORD003419,CUST07226,REST0156,2025-08-08 12:53:00,2025-08-08 12:17:00,Delivered,36,UPI,729
ORD003420,CUST09008,REST0155,2024-01-16 20:47:00,2024-01-16 19:48:00,Delivered,59,UPI,411
ORD003421,CUST09268,REST0086,2025-10-16 21:48:00,2025-10-16 21:01:00,Delivered,47,UPI,164
ORD003422,CUST00295,REST0080,2024-08-15 20:40:00,2024-08-15 19:49:00,Delivered,51,UPI,489
ORD003423,CUST03248,REST0131,2024-09-18 21:00:00,2024-09-18 20:04:00,Cancelled,56,Cash,86
ORD003424,CUST01281,REST0114,2025-08-15 12:31:00,2025-08-15 12:00:00,Delivered,31,Credit Card,86
ORD003425,CUST06237,REST0127,2025-10-31 13:14:00,2025-10-31 12:32:00,Delivered,42,Cash,168
ORD003426,CUST04615,REST0118,2024-01-04 13:38:00,2024-01-04 12:52:00,Delivered,46,UPI,708
ORD003427,CUST00322,REST0153,2024-02-28 18:42:00,2024-02-28 18:14:00,Delivered,28,Cash,288
ORD003428,CUST02541,REST0195,2024-10-29 13:45:00,2024-10-29 13:15:00,Delivered,30,Debit Card,198
ORD003429,CUST08296,REST0098,2025-09-06 14:44:00,2025-09-06 14:09:00,Delivered,35,UPI,519
ORD003430,CUST00836,REST0042,2025-11-26 21:15:00,2025-11-26 20:30:00,Delivered,45,UPI,855
ORD003431,CUST08252,REST0108,2024-06-07 21:17:00,2024-06-07 20:35:00,Delivered,42,UPI,681
ORD003432,CUST03901,REST0141,2025-10-17 14:01:00,2025-10-17 13:06:00,Delivered,55,UPI,231
ORD003433,CUST07139,REST0199,2024-02-17 19:32:00,2024-02-17 18:51:00,Preparing,41,Debit Card,202
ORD003434,CUST04519,REST0182,2025-11-07 13:17:00,2025-11-07 12:37:00,Delivered,40,UPI,97
ORD003435,CUST06616,REST0168,2024-06-23 13:29:00,2024-06-23 12:39:00,Delivered,50,UPI,633
ORD003436,CUST08889,REST0125,2024-04-19 20:21:00,2024-04-19 19:30:00,Cancelled,51,Cash,175
ORD003437,CUST02927,REST0088,2025-12-28 14:17:00,2025-12-28 13:25:00,Delivered,52,Cash,270
ORD003438,CUST02721,REST0094,2025-11-21 22:38:00,2025-11-21 21:48:00,Delivered,50,UPI,710
ORD003439,CUST04992,REST0082,2024-01-06 18:58:00,2024-01-06 18:14:00,Delivered,44,Debit Card,561
ORD003440,CUST01352,REST0054,2024-04-16 13:29:00,2024-04-16 12:35:00,Delivered,54,UPI,73
ORD003441,CUST05788,REST0197,2025-10-16 13:21:00,2025-10-16 12:53:00,Delivered,28,Credit Card,552
ORD003442,CUST00726,REST0008,2024-11-09 13:58:00,2024-11-09 13:15:00,Delivered,43,UPI,720
