customer_id,city,signup_date,loyalty_tier,preferred_payment_method
CUST02941,Pune,2022-08-29,Bronze,UPI
CUST07082,Chennai,2022-08-29,Silver,Cash
CUST03550,Bangalore,2022-08-29,Bronze,UPI
CUST03461,Pune,2022-08-30,Platinum,Debit Card
CUST02190,Hyderabad,2022-08-30,Bronze,Credit Card
CUST04708,Mumbai,2022-08-30,Bronze,Debit Card
CUST09896,Mumbai,2022-08-30,Silver,Debit Card
CUST04863,Mumbai,2022-08-30,Bronze,Credit Card
CUST07210,Ahmedabad,2022-08-30,Gold,Debit Card
CUST03862,Hyderabad,2022-08-30,Bronze,Debit Card
CUST05773,Pune,2022-08-30,Bronze,UPI
CUST06906,Mumbai,2022-08-31,Platinum,Credit Card
CUST00946,Mumbai,2022-08-31,Silver,UPI
CUST02695,Surat,2022-08-31,Silver,Debit Card
CUST05392,Bangalore,2022-08-31,Gold,UPI
CUST09365,Pune,2022-08-31,Bronze,UPI
CUST02804,Surat,2022-08-31,Bronze,Credit Card
CUST05645,Bangalore,2022-08-31,Bronze,UPI
CUST07985,Delhi,2022-08-31,Silver,UPI
CUST08723,Pune,2022-08-31,Platinum,UPI
CUST07206,Mumbai,2022-08-31,Bronze,Credit Card
CUST08936,Hyderabad,2022-09-01,Silver,Credit Card
CUST08751,Bangalore,2022-09-01,Bronze,Credit Card
CUST02425,Pune,2022-09-01,Silver,UPI
CUST05816,Mumbai,2022-09-01,Silver,UPI
CUST05032,Bangalore,2022-09-01,Gold,Credit Card
CUST08857,Pune,2022-09-02,Bronze,Credit Card
CUST08629,Pune,2022-09-02,Platinum,Cash
CUST00887,Hyderabad,2022-09-02,Bronze,Wallet
CUST05255,Kolkata,2022-09-02,Silver,UPI
CUST03846,Hyderabad,2022-09-02,Bronze,UPI
CUST08614,Mumbai,2022-09-02,Bronze,Cash
CUST03914,Surat,2022-09-02,Gold,UPI
CUST06389,Pune,2022-09-03,Bronze,Wallet
CUST05988,Jaipur,2022-09-03,Bronze,UPI
CUST04719,Delhi,2022-09-03,Bronze,UPI
CUST00339,Bangalore,2022-09-03,Bronze,Credit Card
CUST07834,Kolkata,2022-09-03,Bronze,Cash
CUST04024,Ahmedabad,2022-09-03,Bronze,Credit Card
CUST01681,Delhi,2022-09-03,Bronze,Debit Card
CUST03696,Mumbai,2022-09-04,Bronze,UPI
CUST06661,Bangalore,2022-09-04,Silver,Wallet
CUST06024,Mumbai,2022-09-04,Bronze,UPI
CUST09584,Mumbai,2022-09-04,Bronze,UPI
CUST04428,Mumbai,2022-09-04,Bronze,Cash
CUST05091,Mumbai,2022-09-05,Bronze,Credit Card
CUST08033,Pune,2022-09-05,Silver,UPI
CUST00884,Mumbai,2022-09-05,Silver,UPI
CUST04016,Pune,2022-09-05,Bronze,UPI
CUST08045,Delhi,2022-09-05,Gold,Credit Card
CUST00220,Ahmedabad,2022-09-05,Bronze,Wallet
CUST09187,Chennai,2022-09-05,Gold,UPI
CUST09865,Hyderabad,2022-09-05,Silver,Wallet
CUST00784,Delhi,2022-09-05,Silver,Debit Card
CUST08467,Delhi,2022-09-06,Silver,UPI
CUST00621,Mumbai,2022-09-06,Bronze,UPI
CUST07925,Jaipur,2022-09-06,Bronze,Wallet
CUST01104,Jaipur,2022-09-06,Bronze,Credit Card
CUST04057,Ahmedabad,2022-09-06,Bronze,UPI
CUST06113,Jaipur,2022-09-06,Bronze,UPI
CUST02228,Bangalore,2022-09-06,Bronze,UPI
CUST07832,Delhi,2022-09-07,Bronze,UPI
CUST02558,Pune,2022-09-07,Silver,Credit Card
CUST09249,Mumbai,2022-09-07,Platinum,UPI
CUST07161,Chennai,2022-09-07,Bronze,UPI
CUST06348,Surat,2022-09-07,Bronze,Cash
CUST02005,Pune,2022-09-07,Bronze,Credit Card
CUST09531,Mumbai,2022-09-07,Silver,Credit Card
CUST02356,Mumbai,2022-09-08,Bronze,UPI
CUST09197,Chennai,2022-09-08,Bronze,Cash
CUST01432,Bangalore,2022-09-08,Silver,Cash
CUST01569,Hyderabad,2022-09-08,Bronze,UPI
CUST06370,Ahmedabad,2022-09-08,Bronze,Cash
CUST04081,Hyderabad,2022-09-08,Bronze,Cash
CUST08893,Surat,2022-09-08,Bronze,Credit Card
CUST09911,Delhi,2022-09-09,Bronze,UPI
CUST08349,Delhi,2022-09-09,Platinum,UPI
CUST02201,Surat,2022-09-09,Bronze,UPI
CUST08872,Mumbai,2022-09-09,Bronze,Credit Card
CUST03736,Bangalore,2022-09-10,Bronze,Debit Card
CUST05434,Mumbai,2022-09-10,Silver,UPI
CUST05103,Bangalore,2022-09-10,Bronze,Credit Card
CUST04814,Bangalore,2022-09-10,Bronze,UPI
CUST01359,Pune,2022-09-11,Silver,UPI
CUST09502,Chennai,2022-09-11,Bronze,UPI
CUST04558,Hyderabad,2022-09-11,Bronze,UPI
CUST08759,Pune,2022-09-11,Silver,UPI
CUST08813,Ahmedabad,2022-09-11,Bronze,UPI
CUST07047,Chennai,2022-09-11,Silver,UPI
CUST04837,Delhi,2022-09-11,Bronze,Credit Card
CUST01016,Jaipur,2022-09-12,Gold,UPI
CUST02099,Ahmedabad,2022-09-12,Silver,Debit Card
CUST08603,Kolkata,2022-09-12,Bronze,UPI
CUST03649,Bangalore,2022-09-12,Bronze,UPI
CUST02270,Bangalore,2022-09-12,Bronze,UPI
CUST00052,Chennai,2022-09-13,Bronze,Debit Card
CUST01951,Mumbai,2022-09-13,Platinum,Credit Card
CUST00536,Jaipur,2022-09-13,Bronze,Credit Card
CUST08731,Mumbai,2022-09-14,Gold,Debit Card
CUST02288,Delhi,2022-09-14,Bronze,Debit Card
CUST09719,Mumbai,2022-09-14,Gold,Credit Card
CUST06317,Chennai,2022-09-14,Bronze,Credit Card
CUST02252,Kolkata,2022-09-14,Silver,UPI
CUST06170,Mumbai,2022-09-14,Silver,UPI
CUST06418,Kolkata,2022-09-15,Silver,Debit Card
CUST00197,Chennai,2022-09-15,Silver,UPI
CUST01444,Delhi,2022-09-15,Bronze,UPI
CUST07593,Chennai,2022-09-15,Bronze,UPI
CUST02157,Mumbai,2022-09-16,Bronze,Debit Card
CUST00749,Kolkata,2022-09-16,Bronze,UPI
CUST01182,Delhi,2022-09-16,Gold,Cash
CUST00916,Delhi,2022-09-16,Bronze,Credit Card
CUST06202,Delhi,2022-09-16,Silver,UPI
CUST04434,Jaipur,2022-09-16,Gold,UPI
CUST01513,Jaipur,2022-09-16,Gold,UPI
CUST07703,Hyderabad,2022-09-17,Bronze,Debit Card
CUST00909,Pune,2022-09-17,Gold,UPI
CUST08079,Delhi,2022-09-17,Bronze,UPI
CUST03587,Delhi,2022-09-17,Gold,UPI
CUST03860,Ahmedabad,2022-09-17,Bronze,UPI
CUST08448,Ahmedabad,2022-09-17,Bronze,Wallet
CUST01476,Hyderabad,2022-09-17,Bronze,UPI
CUST02809,Bangalore,2022-09-18,Bronze,UPI
CUST08190,Delhi,2022-09-18,Gold,Credit Card
CUST04242,Delhi,2022-09-18,Gold,UPI
CUST07459,Pune,2022-09-18,Bronze,UPI
CUST00547,Mumbai,2022-09-18,Platinum,Debit Card
CUST00444,Delhi,2022-09-19,Platinum,Credit Card
CUST05663,Ahmedabad,2022-09-19,Bronze,Debit Card
CUST00704,Mumbai,2022-09-19,Platinum,Cash
CUST07554,Delhi,2022-09-19,Silver,UPI
CUST09457,Delhi,2022-09-19,Bronze,UPI
CUST01871,Ahmedabad,2022-09-19,Platinum,Credit Card
CUST09637,Jaipur,2022-09-19,Bronze,UPI
CUST08986,Hyderabad,2022-09-20,Silver,Debit Card
CUST02261,Chennai,2022-09-20,Platinum,Cash
CUST06011,Ahmedabad,2022-09-20,Bronze,UPI
CUST00198,Kolkata,2022-09-20,Silver,UPI
CUST05477,Delhi,2022-09-20,Silver,UPI
CUST04689,Bangalore,2022-09-20,Platinum,Debit Card
CUST05123,Mumbai,2022-09-20,Bronze,Wallet
CUST08725,Kolkata,2022-09-21,Bronze,UPI
CUST04078,Pune,2022-09-21,Bronze,UPI
CUST02426,Kolkata,2022-09-21,Gold,UPI
CUST01686,Kolkata,2022-09-22,Bronze,UPI
CUST01862,Hyderabad,2022-09-22,Bronze,Credit Card
CUST02266,Hyderabad,2022-09-22,Bronze,Credit Card
CUST09836,Mumbai,2022-09-22,Bronze,UPI
CUST09557,Mumbai,2022-09-22,Silver,Debit Card
CUST04780,Pune,2022-09-22,Gold,UPI
CUST07191,Bangalore,2022-09-23,Bronze,UPI
CUST02240,Pune,2022-09-23,Platinum,UPI
CUST06495,Surat,2022-09-23,Bronze,Cash
CUST04753,Hyderabad,2022-09-23,Bronze,UPI
CUST09373,Mumbai,2022-09-24,Bronze,Credit Card
CUST08733,Pune,2022-09-24,Silver,UPI
CUST07391,Hyderabad,2022-09-24,Silver,UPI
CUST05734,Bangalore,2022-09-24,Bronze,Credit Card
CUST05262,Ahmedabad,2022-09-24,Gold,UPI
CUST07837,Bangalore,2022-09-24,Bronze,UPI
CUST09311,Pune,2022-09-24,Gold,UPI
CUST01561,Delhi,2022-09-24,Bronze,Debit Card
CUST01459,Pune,2022-09-24,Gold,Credit Card
CUST03992,Pune,2022-09-25,Silver,UPI
CUST08008,Pune,2022-09-25,Gold,Wallet
CUST03638,Mumbai,2022-09-25,Bronze,UPI
CUST04061,Pune,2022-09-25,Silver,Debit Card
CUST04963,Pune,2022-09-25,Gold,UPI
CUST02348,Delhi,2022-09-25,Silver,UPI
CUST00423,Mumbai,2022-09-25,Silver,Credit Card
CUST04198,Pune,2022-09-25,Silver,UPI
CUST06709,Hyderabad,2022-09-25,Silver,UPI
CUST04808,Jaipur,2022-09-26,Gold,UPI
CUST00360,Bangalore,2022-09-26,Silver,UPI
CUST09819,Delhi,2022-09-26,Bronze,UPI
CUST01099,Chennai,2022-09-26,Silver,UPI
CUST06063,Bangalore,2022-09-26,Bronze,Credit Card
CUST01903,Chennai,2022-09-26,Silver,Cash
CUST09591,Bangalore,2022-09-26,Silver,UPI
CUST08707,Chennai,2022-09-26,Bronze,UPI
CUST06203,Jaipur,2022-09-26,Bronze,Debit Card
CUST06921,Jaipur,2022-09-27,Silver,Cash
CUST07421,Mumbai,2022-09-27,Gold,UPI
CUST01466,Mumbai,2022-09-27,Bronze,Cash
CUST06883,Delhi,2022-09-27,Silver,Credit Card
CUST07083,Delhi,2022-09-27,Bronze,UPI
CUST01326,Delhi,2022-09-27,Bronze,UPI
CUST02758,Kolkata,2022-09-28,Gold,Wallet
CUST04596,Hyderabad,2022-09-28,Gold,Debit Card
CUST03699,Jaipur,2022-09-28,Bronze,Cash
CUST01333,Pune,2022-09-28,Gold,UPI
CUST09435,Pune,2022-09-28,Bronze,UPI
CUST09446,Mumbai,2022-09-28,Bronze,UPI
CUST05712,Surat,2022-09-28,Gold,UPI
CUST08386,Bangalore,2022-09-28,Silver,UPI
CUST08417,Chennai,2022-09-28,Bronze,UPI
CUST03657,Delhi,2022-09-28,Bronze,UPI
CUST03779,Hyderabad,2022-09-28,Silver,UPI
CUST06695,Bangalore,2022-09-28,Silver,UPI
CUST00248,Surat,2022-09-28,Silver,UPI
CUST07327,Pune,2022-09-29,Bronze,UPI
CUST08255,Delhi,2022-09-29,Gold,UPI
CUST03186,Bangalore,2022-09-29,Gold,Credit Card
CUST07708,Chennai,2022-09-29,Bronze,Credit Card
CUST04945,Ahmedabad,2022-09-29,Bronze,UPI
CUST05162,Mumbai,2022-09-29,Bronze,Credit Card
CUST03589,Mumbai,2022-09-29,Bronze,Cash
CUST00377,Ahmedabad,2022-09-29,Bronze,Credit Card
CUST03686,Bangalore,2022-09-29,Bronze,UPI
CUST03712,Chennai,2022-09-30,Bronze,Wallet
CUST09400,Mumbai,2022-09-30,Bronze,UPI
CUST02801,Ahmedabad,2022-09-30,Silver,UPI
CUST03983,Pune,2022-10-01,Bronze,Debit Card
CUST00623,Delhi,2022-10-01,Silver,Credit Card
CUST08058,Pune,2022-10-01,Bronze,Cash
CUST02712,Bangalore,2022-10-01,Bronze,UPI
CUST05141,Bangalore,2022-10-01,Silver,UPI
CUST02061,Mumbai,2022-10-01,Platinum,UPI
CUST09318,Delhi,2022-10-01,Platinum,UPI
CUST06940,Pune,2022-10-02,Bronze,Cash
CUST03459,Hyderabad,2022-10-02,Platinum,UPI
CUST05757,Hyderabad,2022-10-02,Silver,Cash
CUST02402,Mumbai,2022-10-02,Bronze,UPI
CUST05556,Chennai,2022-10-02,Gold,Debit Card
CUST04798,Chennai,2022-10-02,Bronze,Wallet
CUST02908,Pune,2022-10-02,Gold,Cash
CUST02643,Chennai,2022-10-02,Silver,UPI
CUST05109,Chennai,2022-10-03,Silver,Cash
CUST06431,Chennai,2022-10-03,Bronze,UPI
CUST04513,Mumbai,2022-10-03,Bronze,UPI
CUST06081,Delhi,2022-10-03,Silver,UPI
CUST07594,Kolkata,2022-10-03,Bronze,Credit Card
CUST00397,Ahmedabad,2022-10-03,Bronze,UPI
CUST08899,Mumbai,2022-10-03,Bronze,UPI
CUST07160,Bangalore,2022-10-03,Bronze,UPI
CUST05511,Mumbai,2022-10-03,Bronze,UPI
CUST08953,Mumbai,2022-10-03,Gold,UPI
CUST05667,Hyderabad,2022-10-03,Bronze,UPI
CUST02074,Kolkata,2022-10-04,Platinum,UPI
CUST09720,Chennai,2022-10-04,Bronze,UPI
CUST06606,Mumbai,2022-10-04,Silver,UPI
CUST06896,Kolkata,2022-10-04,Silver,UPI
CUST06217,Mumbai,2022-10-04,Bronze,UPI
CUST06710,Kolkata,2022-10-04,Bronze,Credit Card
CUST04537,Delhi,2022-10-05,Silver,UPI
CUST03582,Ahmedabad,2022-10-05,Bronze,Wallet
CUST02202,Mumbai,2022-10-05,Silver,UPI
CUST07028,Surat,2022-10-05,Gold,UPI
CUST02788,Mumbai,2022-10-05,Platinum,Wallet
CUST03242,Delhi,2022-10-05,Bronze,UPI
CUST08642,Delhi,2022-10-05,Gold,Cash
CUST01397,Delhi,2022-10-05,Silver,Credit Card
CUST00716,Jaipur,2022-10-05,Bronze,Debit Card
CUST03255,Delhi,2022-10-06,Bronze,UPI
CUST07603,Bangalore,2022-10-06,Bronze,UPI
CUST07251,Ahmedabad,2022-10-06,Bronze,UPI
CUST04006,Pune,2022-10-06,Gold,UPI
CUST09297,Kolkata,2022-10-06,Bronze,UPI
CUST08817,Bangalore,2022-10-06,Bronze,UPI
CUST09159,Hyderabad,2022-10-07,Bronze,UPI
CUST05420,Delhi,2022-10-07,Bronze,Cash
CUST06295,Kolkata,2022-10-07,Bronze,Credit Card
CUST03497,Kolkata,2022-10-07,Gold,Debit Card
CUST08196,Pune,2022-10-07,Silver,UPI
CUST04221,Pune,2022-10-07,Silver,Debit Card
CUST06248,Ahmedabad,2022-10-07,Silver,Credit Card
CUST01139,Bangalore,2022-10-07,Silver,UPI
CUST08182,Mumbai,2022-10-07,Bronze,Cash
CUST01315,Delhi,2022-10-08,Gold,Credit Card
CUST08680,Mumbai,2022-10-08,Silver,UPI
CUST03710,Surat,2022-10-08,Silver,UPI
CUST02442,Bangalore,2022-10-08,Silver,UPI
CUST04858,Jaipur,2022-10-08,Silver,UPI
CUST08580,Mumbai,2022-10-08,Bronze,UPI
CUST01677,Mumbai,2022-10-09,Bronze,UPI
CUST04727,Kolkata,2022-10-09,Silver,Credit Card
CUST02175,Pune,2022-10-09,Silver,Debit Card
CUST08037,Pune,2022-10-09,Bronze,Credit Card
CUST06864,Mumbai,2022-10-09,Bronze,UPI
CUST02582,Kolkata,2022-10-09,Gold,Debit Card
CUST03849,Chennai,2022-10-09,Bronze,Cash
CUST07605,Delhi,2022-10-09,Bronze,Cash
CUST04117,Kolkata,2022-10-09,Bronze,UPI
CUST01891,Mumbai,2022-10-09,Silver,Wallet
CUST03016,Delhi,2022-10-09,Silver,UPI
CUST01981,Mumbai,2022-10-09,Bronze,UPI
CUST02601,Hyderabad,2022-10-09,Bronze,Credit Card
CUST06951,Chennai,2022-10-09,Platinum,UPI
CUST09934,Mumbai,2022-10-10,Silver,Credit Card
CUST05142,Mumbai,2022-10-10,Platinum,Credit Card
CUST02516,Jaipur,2022-10-10,Bronze,Cash
CUST06891,Delhi,2022-10-10,Silver,UPI
CUST05814,Pune,2022-10-10,Silver,UPI
CUST09910,Mumbai,2022-10-10,Silver,UPI
CUST03473,Bangalore,2022-10-10,Bronze,Cash
CUST01941,Mumbai,2022-10-11,Bronze,UPI
CUST08273,Mumbai,2022-10-11,Silver,Credit Card
CUST04920,Delhi,2022-10-11,Bronze,UPI
CUST00130,Bangalore,2022-10-11,Silver,Credit Card
CUST06627,Ahmedabad,2022-10-11,Bronze,Cash
CUST00657,Pune,2022-10-11,Bronze,UPI
CUST08323,Pune,2022-10-11,Silver,UPI
CUST06886,Jaipur,2022-10-11,Bronze,Credit Card
CUST02230,Pune,2022-10-12,Bronze,UPI
CUST08714,Delhi,2022-10-12,Gold,UPI
CUST07584,Mumbai,2022-10-12,Silver,Wallet
CUST01986,Mumbai,2022-10-12,Silver,Wallet
CUST03218,Mumbai,2022-10-12,Silver,UPI
CUST05631,Chennai,2022-10-12,Bronze,UPI
CUST07524,Chennai,2022-10-12,Gold,Credit Card
CUST00007,Mumbai,2022-10-13,Bronze,Wallet
CUST08556,Hyderabad,2022-10-13,Platinum,UPI
CUST03296,Mumbai,2022-10-13,Bronze,UPI
CUST03562,Ahmedabad,2022-10-13,Bronze,Cash
CUST00119,Kolkata,2022-10-13,Bronze,UPI
CUST08494,Jaipur,2022-10-13,Silver,UPI
CUST04056,Mumbai,2022-10-14,Gold,Wallet
CUST03002,Ahmedabad,2022-10-14,Bronze,UPI
CUST02450,Delhi,2022-10-14,Bronze,Debit Card
CUST02852,Pune,2022-10-14,Bronze,UPI
CUST07963,Mumbai,2022-10-14,Bronze,UPI
CUST01388,Mumbai,2022-10-14,Gold,UPI
CUST04657,Ahmedabad,2022-10-14,Silver,Wallet
CUST05527,Hyderabad,2022-10-14,Silver,UPI
CUST03742,Ahmedabad,2022-10-14,Bronze,UPI
CUST03131,Ahmedabad,2022-10-14,Silver,Cash
CUST03735,Pune,2022-10-14,Silver,Debit Card
CUST09182,Delhi,2022-10-15,Bronze,Cash
CUST05084,Pune,2022-10-15,Bronze,Debit Card
CUST03488,Mumbai,2022-10-15,Silver,UPI
CUST00278,Hyderabad,2022-10-15,Gold,UPI
CUST02673,Chennai,2022-10-15,Silver,UPI
CUST05571,Surat,2022-10-15,Gold,Credit Card
CUST01347,Delhi,2022-10-16,Gold,Cash
CUST02360,Mumbai,2022-10-16,Bronze,UPI
CUST04259,Delhi,2022-10-16,Bronze,Wallet
CUST01855,Kolkata,2022-10-17,Silver,Debit Card
CUST06783,Bangalore,2022-10-17,Bronze,Debit Card
CUST07378,Delhi,2022-10-17,Bronze,UPI
CUST03468,Hyderabad,2022-10-17,Gold,UPI
CUST05433,Hyderabad,2022-10-17,Silver,UPI
CUST08047,Hyderabad,2022-10-17,Gold,UPI
CUST07998,Delhi,2022-10-17,Silver,UPI
CUST03368,Pune,2022-10-18,Gold,UPI
CUST07647,Bangalore,2022-10-18,Bronze,UPI
CUST04207,Bangalore,2022-10-18,Bronze,UPI
CUST09452,Hyderabad,2022-10-18,Silver,Credit Card
CUST01621,Delhi,2022-10-18,Silver,UPI
CUST05450,Mumbai,2022-10-19,Bronze,Wallet
CUST01007,Hyderabad,2022-10-19,Silver,Wallet
CUST04177,Bangalore,2022-10-19,Bronze,Credit Card
CUST03598,Bangalore,2022-10-19,Bronze,UPI
CUST03968,Mumbai,2022-10-19,Gold,UPI
CUST07017,Pune,2022-10-19,Bronze,Debit Card
CUST08727,Delhi,2022-10-19,Bronze,Debit Card
CUST03715,Surat,2022-10-20,Bronze,Credit Card
CUST00117,Ahmedabad,2022-10-20,Bronze,UPI
CUST02152,Mumbai,2022-10-20,Bronze,Debit Card
CUST05695,Chennai,2022-10-20,Bronze,UPI
CUST01616,Hyderabad,2022-10-21,Silver,UPI
CUST01256,Delhi,2022-10-21,Platinum,UPI
CUST04733,Chennai,2022-10-21,Bronze,UPI
CUST08081,Pune,2022-10-21,Bronze,UPI
CUST07323,Bangalore,2022-10-21,Silver,Cash
CUST02864,Bangalore,2022-10-21,Bronze,UPI
CUST08858,Mumbai,2022-10-21,Platinum,UPI
CUST07599,Surat,2022-10-22,Gold,Wallet
CUST04488,Delhi,2022-10-22,Gold,Cash
CUST07880,Mumbai,2022-10-22,Bronze,Credit Card
CUST08678,Hyderabad,2022-10-22,Gold,UPI
CUST08560,Ahmedabad,2022-10-22,Gold,UPI
CUST02343,Mumbai,2022-10-22,Bronze,UPI
CUST02022,Bangalore,2022-10-22,Silver,UPI
CUST07435,Mumbai,2022-10-22,Bronze,UPI
CUST01192,Bangalore,2022-10-23,Bronze,UPI
CUST09205,Jaipur,2022-10-23,Bronze,UPI
CUST05425,Delhi,2022-10-23,Gold,Wallet
CUST02900,Mumbai,2022-10-23,Bronze,Credit Card
CUST02433,Surat,2022-10-23,Gold,UPI
CUST03117,Chennai,2022-10-23,Bronze,UPI
CUST08175,Hyderabad,2022-10-24,Gold,UPI
CUST09227,Delhi,2022-10-24,Bronze,UPI
CUST06137,Delhi,2022-10-24,Bronze,Credit Card
CUST07071,Delhi,2022-10-24,Bronze,Debit Card
CUST01134,Pune,2022-10-24,Silver,Credit Card
CUST01458,Hyderabad,2022-10-24,Bronze,Credit Card
CUST09731,Mumbai,2022-10-25,Bronze,Wallet
CUST06898,Mumbai,2022-10-25,Bronze,Debit Card
CUST07732,Mumbai,2022-10-25,Silver,UPI
CUST05837,Kolkata,2022-10-25,Gold,Debit Card
CUST08471,Pune,2022-10-25,Bronze,UPI
CUST05190,Pune,2022-10-25,Silver,Credit Card
CUST07765,Hyderabad,2022-10-25,Bronze,Debit Card
CUST07122,Mumbai,2022-10-25,Bronze,UPI
CUST09944,Hyderabad,2022-10-26,Gold,Cash
CUST08769,Delhi,2022-10-26,Silver,Credit Card
CUST02974,Chennai,2022-10-26,Bronze,Credit Card
CUST06749,Surat,2022-10-26,Silver,UPI
CUST06074,Delhi,2022-10-26,Gold,UPI
CUST03223,Mumbai,2022-10-26,Silver,UPI
CUST09384,Delhi,2022-10-26,Bronze,Wallet
CUST06909,Ahmedabad,2022-10-26,Gold,Cash
CUST01239,Surat,2022-10-26,Bronze,UPI
CUST01748,Pune,2022-10-27,Bronze,UPI
CUST03591,Jaipur,2022-10-27,Bronze,UPI
CUST01980,Ahmedabad,2022-10-27,Bronze,UPI
CUST02565,Delhi,2022-10-27,Bronze,Credit Card
CUST05200,Pune,2022-10-27,Bronze,Debit Card
CUST05578,Surat,2022-10-27,Silver,UPI
CUST06336,Chennai,2022-10-27,Platinum,Debit Card
CUST08638,Delhi,2022-10-27,Bronze,UPI
CUST09979,Jaipur,2022-10-28,Bronze,UPI
CUST07528,Bangalore,2022-10-28,Gold,Credit Card
CUST05672,Pune,2022-10-28,Silver,UPI
CUST08890,Mumbai,2022-10-29,Bronze,UPI
CUST08486,Chennai,2022-10-29,Bronze,UPI
CUST04427,Pune,2022-10-29,Silver,UPI
CUST01958,Delhi,2022-10-29,Platinum,Credit Card
CUST00590,Mumbai,2022-10-29,Bronze,UPI
CUST09121,Kolkata,2022-10-30,Bronze,Cash
CUST00607,Pune,2022-10-30,Silver,UPI
CUST01745,Delhi,2022-10-30,Gold,UPI
CUST08535,Bangalore,2022-10-30,Silver,UPI
CUST04442,Ahmedabad,2022-10-30,Bronze,UPI
CUST04204,Surat,2022-10-30,Gold,Debit Card
CUST08460,Delhi,2022-10-30,Bronze,UPI
CUST01454,Bangalore,2022-10-30,Bronze,Cash
CUST02494,Delhi,2022-10-30,Bronze,Debit Card
CUST06762,Mumbai,2022-10-30,Gold,UPI
CUST09741,Mumbai,2022-10-31,Bronze,Credit Card
CUST06694,Ahmedabad,2022-10-31,Bronze,UPI
CUST09501,Bangalore,2022-10-31,Bronze,Debit Card
CUST08426,Pune,2022-10-31,Bronze,Debit Card
CUST04465,Hyderabad,2022-10-31,Platinum,UPI
CUST00442,Surat,2022-10-31,Silver,UPI
CUST07117,Ahmedabad,2022-10-31,Bronze,Cash
CUST01511,Ahmedabad,2022-10-31,Bronze,UPI
CUST04035,Mumbai,2022-10-31,Silver,UPI
CUST08375,Bangalore,2022-10-31,Bronze,UPI
CUST09479,Pune,2022-11-01,Bronze,UPI
CUST05550,Mumbai,2022-11-01,Gold,Credit Card
CUST04998,Delhi,2022-11-01,Bronze,Wallet
CUST09636,Mumbai,2022-11-01,Silver,Wallet
CUST01153,Hyderabad,2022-11-01,Bronze,Credit Card
CUST03055,Hyderabad,2022-11-01,Bronze,UPI
CUST04101,Hyderabad,2022-11-01,Silver,Credit Card
CUST07898,Bangalore,2022-11-01,Gold,UPI
CUST08231,Pune,2022-11-02,Bronze,UPI
CUST07530,Pune,2022-11-02,Bronze,UPI
CUST01005,Ahmedabad,2022-11-02,Bronze,UPI
CUST07275,Delhi,2022-11-02,Bronze,UPI
CUST07993,Pune,2022-11-02,Bronze,UPI
CUST00436,Hyderabad,2022-11-02,Bronze,Credit Card
CUST08121,Pune,2022-11-02,Gold,UPI
CUST04895,Delhi,2022-11-02,Bronze,UPI
CUST02447,Pune,2022-11-02,Bronze,UPI
CUST02890,Ahmedabad,2022-11-02,Silver,Debit Card
CUST09353,Kolkata,2022-11-02,Bronze,UPI
CUST00941,Pune,2022-11-02,Silver,Debit Card
CUST07363,Bangalore,2022-11-02,Gold,UPI
CUST06075,Pune,2022-11-03,Gold,Wallet
CUST06676,Ahmedabad,2022-11-03,Bronze,UPI
CUST04464,Mumbai,2022-11-03,Bronze,UPI
CUST05720,Mumbai,2022-11-03,Silver,Debit Card
CUST01996,Hyderabad,2022-11-03,Bronze,UPI
CUST02743,Mumbai,2022-11-03,Bronze,Credit Card
CUST03899,Bangalore,2022-11-04,Platinum,Credit Card
CUST07069,Mumbai,2022-11-04,Silver,Debit Card
CUST05640,Mumbai,2022-11-04,Silver,UPI
CUST04648,Pune,2022-11-04,Silver,UPI
CUST09144,Bangalore,2022-11-04,Silver,UPI
CUST01850,Hyderabad,2022-11-04,Platinum,UPI
CUST06322,Bangalore,2022-11-05,Gold,UPI
CUST00658,Delhi,2022-11-05,Bronze,UPI
CUST03946,Mumbai,2022-11-05,Gold,Debit Card
CUST03359,Ahmedabad,2022-11-05,Gold,Cash
CUST01810,Mumbai,2022-11-05,Bronze,UPI
CUST08377,Mumbai,2022-11-05,Gold,Wallet
CUST04726,Mumbai,2022-11-05,Gold,UPI
CUST09123,Hyderabad,2022-11-05,Bronze,UPI
CUST03021,Pune,2022-11-06,Silver,Debit Card
CUST07718,Jaipur,2022-11-06,Bronze,UPI
CUST09959,Hyderabad,2022-11-06,Bronze,UPI
CUST09875,Bangalore,2022-11-06,Bronze,Credit Card
CUST09472,Hyderabad,2022-11-06,Platinum,Debit Card
CUST04395,Jaipur,2022-11-06,Bronze,UPI
CUST01771,Delhi,2022-11-06,Bronze,UPI
CUST07906,Surat,2022-11-07,Gold,UPI
CUST00940,Bangalore,2022-11-07,Bronze,Credit Card
CUST09930,Kolkata,2022-11-07,Platinum,Wallet
CUST03727,Mumbai,2022-11-07,Platinum,UPI
CUST06860,Hyderabad,2022-11-07,Bronze,Credit Card
CUST02506,Mumbai,2022-11-07,Platinum,Credit Card
CUST01179,Chennai,2022-11-08,Silver,UPI
CUST06309,Bangalore,2022-11-08,Bronze,UPI
CUST06918,Kolkata,2022-11-08,Bronze,UPI
CUST06876,Delhi,2022-11-09,Silver,Credit Card
CUST00662,Surat,2022-11-09,Bronze,UPI
CUST02982,Pune,2022-11-09,Bronze,Cash
CUST00747,Delhi,2022-11-09,Gold,UPI
CUST08912,Chennai,2022-11-09,Silver,UPI
