order_id,item_id,quantity,item_price,line_total
ORD002279,ITEM01115,1,245,245
ORD002279,ITEM01114,2,354,708
ORD002279,ITEM01116,3,143,429
ORD002279,ITEM01113,2,292,584
ORD002280,ITEM00433,2,192,384
ORD002280,ITEM00434,2,192,384
ORD002280,ITEM00438,1,193,193
ORD002281,ITEM00553,3,137,411
ORD002281,ITEM00555,1,137,137
ORD002281,ITEM00558,1,88,88
ORD002282,ITEM00540,3,97,291
ORD002283,ITEM00195,1,192,192
ORD002283,ITEM00193,2,150,300
ORD002283,ITEM00197,1,205,205
ORD002284,ITEM00600,3,189,567
ORD002285,ITEM00493,1,278,278
ORD002285,ITEM00497,3,70,210
ORD002285,ITEM00498,2,91,182
ORD002285,ITEM00494,2,103,206
ORD002286,ITEM00232,3,298,894
ORD002286,ITEM00234,1,271,271
ORD002286,ITEM00230,2,51,102
ORD002286,ITEM00231,2,342,684
ORD002287,ITEM00128,2,310,620
ORD002287,ITEM00130,2,227,454
ORD002288,ITEM00690,3,160,480
ORD002288,ITEM00686,2,158,316
ORD002288,ITEM00688,3,426,1278
ORD002289,ITEM01088,1,242,242
ORD002290,ITEM00265,3,211,633
ORD002290,ITEM00269,1,289,289
ORD002291,ITEM00814,2,100,200
ORD002291,ITEM00815,2,107,214
ORD002291,ITEM00811,1,151,151
ORD002292,ITEM01079,3,288,864
ORD002292,ITEM01078,3,235,705
ORD002292,ITEM01077,1,201,201
ORD002293,ITEM00821,2,165,330
ORD002293,ITEM00819,2,102,204
ORD002294,ITEM00871,3,209,627
ORD002294,ITEM00874,2,262,524
ORD002294,ITEM00876,3,205,615
ORD002295,ITEM00127,1,353,353
ORD002295,ITEM00128,3,310,930
ORD002295,ITEM00129,3,268,804
ORD002295,ITEM00132,1,145,145
ORD002296,ITEM01074,1,147,147
ORD002297,ITEM00382,2,94,188
ORD002297,ITEM00384,3,180,540
ORD002298,ITEM00569,3,150,450
ORD002298,ITEM00568,1,179,179
ORD002298,ITEM00565,1,85,85
ORD002299,ITEM00803,1,285,285
ORD002299,ITEM00804,3,231,693
ORD002299,ITEM00800,3,237,711
ORD002299,ITEM00801,1,226,226
ORD002300,ITEM00155,3,173,519
ORD002300,ITEM00153,3,297,891
ORD002300,ITEM00152,2,260,520
ORD002301,ITEM00147,1,81,81
ORD002302,ITEM00534,3,180,540
ORD002302,ITEM00531,2,80,160
ORD002302,ITEM00532,3,68,204
ORD002303,ITEM01036,2,243,486
ORD002303,ITEM01034,1,227,227
ORD002303,ITEM01033,3,161,483
ORD002303,ITEM01035,1,243,243
ORD002304,ITEM00542,3,104,312
ORD002305,ITEM00967,3,176,528
ORD002306,ITEM00177,3,252,756
ORD002306,ITEM00176,1,328,328
ORD002306,ITEM00175,3,345,1035
ORD002307,ITEM00318,2,403,806
ORD002307,ITEM00314,2,68,136
ORD002308,ITEM00235,2,354,708
ORD002308,ITEM00240,3,43,129
ORD002308,ITEM00237,2,293,586
ORD002308,ITEM00238,3,314,942
ORD002309,ITEM00326,2,170,340
ORD002309,ITEM00330,2,276,552
ORD002309,ITEM00329,1,102,102
ORD002309,ITEM00327,2,222,444
ORD002310,ITEM01173,1,151,151
ORD002310,ITEM01172,3,153,459
ORD002310,ITEM01174,2,147,294
ORD002311,ITEM00008,2,229,458
ORD002312,ITEM00341,1,149,149
ORD002312,ITEM00342,1,154,154
ORD002313,ITEM00546,3,61,183
ORD002313,ITEM00541,1,248,248
ORD002313,ITEM00545,3,245,735
ORD002314,ITEM01019,1,264,264
ORD002314,ITEM01017,1,203,203
ORD002315,ITEM00242,1,280,280
ORD002315,ITEM00246,1,166,166
ORD002315,ITEM00241,2,245,490
ORD002316,ITEM00054,2,214,428
ORD002316,ITEM00053,2,66,132
ORD002316,ITEM00049,2,144,288
ORD002316,ITEM00050,2,185,370
ORD002317,ITEM00339,1,184,184
ORD002317,ITEM00340,1,143,143
ORD002318,ITEM00921,3,104,312
ORD002318,ITEM00924,1,104,104
ORD002318,ITEM00922,1,137,137
ORD002319,ITEM00097,1,340,340
ORD002319,ITEM00099,3,244,732
ORD002319,ITEM00098,2,61,122
ORD002319,ITEM00101,3,185,555
ORD002320,ITEM00802,1,201,201
ORD002321,ITEM00126,2,137,274
ORD002321,ITEM00125,1,64,64
ORD002322,ITEM00917,1,160,160
ORD002322,ITEM00913,3,128,384
ORD002322,ITEM00916,3,178,534
ORD002322,ITEM00918,3,123,369
ORD002323,ITEM00191,2,220,440
ORD002323,ITEM00190,3,176,528
ORD002323,ITEM00192,2,89,178
ORD002323,ITEM00189,1,74,74
ORD002324,ITEM00802,3,201,603
ORD002324,ITEM00799,2,227,454
ORD002325,ITEM00470,1,208,208
ORD002326,ITEM00491,1,60,60
ORD002326,ITEM00492,1,57,57
ORD002327,ITEM00550,3,174,522
ORD002327,ITEM00547,1,174,174
ORD002327,ITEM00552,3,216,648
ORD002328,ITEM00173,1,184,184
ORD002328,ITEM00169,3,223,669
ORD002328,ITEM00170,3,281,843
ORD002328,ITEM00172,2,207,414
ORD002329,ITEM00001,2,136,272
ORD002329,ITEM00002,3,196,588
ORD002329,ITEM00003,2,54,108
ORD002329,ITEM00005,2,137,274
ORD002330,ITEM00372,2,55,110
ORD002330,ITEM00371,2,312,624
ORD002330,ITEM00368,3,269,807
ORD002330,ITEM00367,2,232,464
ORD002331,ITEM00235,2,354,708
ORD002331,ITEM00236,1,238,238
ORD002332,ITEM00478,1,206,206
ORD002332,ITEM00479,1,226,226
ORD002332,ITEM00477,2,172,344
ORD002332,ITEM00475,2,233,466
ORD002333,ITEM00178,2,102,204
ORD002333,ITEM00175,2,345,690
ORD002333,ITEM00177,1,252,252
ORD002333,ITEM00180,1,45,45
ORD002334,ITEM00937,2,171,342
ORD002334,ITEM00939,3,241,723
ORD002334,ITEM00940,3,239,717
ORD002335,ITEM00725,1,216,216
ORD002336,ITEM01011,2,146,292
ORD002337,ITEM00725,2,216,432
ORD002337,ITEM00726,1,239,239
ORD002338,ITEM00066,1,148,148
ORD002338,ITEM00065,1,266,266
ORD002338,ITEM00063,1,327,327
ORD002339,ITEM00939,3,241,723
ORD002339,ITEM00941,3,270,810
ORD002339,ITEM00938,3,158,474
ORD002339,ITEM00940,2,239,478
ORD002340,ITEM00059,1,189,189
ORD002341,ITEM00863,1,235,235
ORD002342,ITEM00482,2,64,128
ORD002342,ITEM00483,3,77,231
ORD002342,ITEM00486,3,311,933
ORD002342,ITEM00484,1,87,87
ORD002343,ITEM00676,2,195,390
ORD002343,ITEM00678,2,136,272
ORD002344,ITEM00243,1,207,207
ORD002345,ITEM01113,3,292,876
ORD002345,ITEM01115,1,245,245
ORD002345,ITEM01111,3,239,717
ORD002345,ITEM01112,1,167,167
ORD002346,ITEM01015,2,227,454
ORD002346,ITEM01020,1,215,215
ORD002347,ITEM01135,1,168,168
ORD002347,ITEM01137,2,143,286
ORD002347,ITEM01140,2,120,240
ORD002348,ITEM00623,1,237,237
ORD002348,ITEM00621,1,369,369
ORD002348,ITEM00622,3,294,882
ORD002349,ITEM00125,3,64,192
ORD002349,ITEM00124,1,177,177
ORD002349,ITEM00122,3,53,159
ORD002349,ITEM00121,1,60,60
ORD002350,ITEM00643,3,297,891
ORD002350,ITEM00645,3,268,804
ORD002350,ITEM00648,2,175,350
ORD002350,ITEM00647,2,300,600
ORD002351,ITEM01158,1,172,172
ORD002351,ITEM01157,2,67,134
ORD002352,ITEM00052,3,199,597
ORD002352,ITEM00049,2,144,288
ORD002352,ITEM00053,1,66,66
ORD002352,ITEM00050,2,185,370
ORD002353,ITEM00746,2,147,294
ORD002354,ITEM01076,2,181,362
ORD002354,ITEM01077,3,201,603
ORD002354,ITEM01079,2,288,576
ORD002354,ITEM01078,3,235,705
ORD002355,ITEM00413,1,169,169
ORD002355,ITEM00411,2,188,376
ORD002355,ITEM00409,2,125,250
ORD002355,ITEM00414,2,235,470
ORD002356,ITEM00920,3,121,363
ORD002356,ITEM00922,3,137,411
ORD002356,ITEM00921,1,104,104
ORD002356,ITEM00924,3,104,312
ORD002357,ITEM00985,3,147,441
ORD002357,ITEM00987,1,61,61
ORD002357,ITEM00986,3,363,1089
ORD002357,ITEM00988,1,208,208
ORD002358,ITEM01052,2,238,476
ORD002358,ITEM01053,1,201,201
ORD002358,ITEM01055,2,210,420
ORD002358,ITEM01054,3,262,786
ORD002359,ITEM00576,1,140,140
ORD002359,ITEM00574,1,72,72
ORD002360,ITEM00869,2,246,492
ORD002360,ITEM00868,3,318,954
ORD002361,ITEM01142,3,249,747
ORD002361,ITEM01141,3,202,606
ORD002361,ITEM01145,3,195,585
ORD002362,ITEM00840,1,187,187
ORD002362,ITEM00839,1,291,291
ORD002362,ITEM00837,1,154,154
ORD002363,ITEM01100,2,272,544
ORD002363,ITEM01103,2,319,638
ORD002364,ITEM00252,3,198,594
ORD002364,ITEM00250,3,340,1020
ORD002364,ITEM00251,2,230,460
ORD002365,ITEM00135,2,250,500
ORD002365,ITEM00133,3,318,954
ORD002365,ITEM00138,3,370,1110
ORD002366,ITEM00985,2,147,294
ORD002366,ITEM00986,1,363,363
ORD002366,ITEM00989,1,411,411
ORD002366,ITEM00988,2,208,416
ORD002367,ITEM00480,3,238,714
ORD002367,ITEM00476,2,261,522
ORD002367,ITEM00475,2,233,466
ORD002368,ITEM01040,1,259,259
ORD002368,ITEM01043,2,214,428
ORD002368,ITEM01041,1,165,165
ORD002368,ITEM01044,1,170,170
ORD002369,ITEM00115,1,256,256
ORD002370,ITEM00846,3,186,558
ORD002370,ITEM00845,1,162,162
ORD002371,ITEM00467,1,133,133
ORD002372,ITEM00263,2,208,416
ORD002372,ITEM00259,1,279,279
ORD002372,ITEM00261,3,202,606
ORD002372,ITEM00262,3,175,525
ORD002373,ITEM00394,1,299,299
ORD002373,ITEM00396,1,170,170
ORD002373,ITEM00392,1,265,265
ORD002373,ITEM00391,1,372,372
ORD002374,ITEM00338,1,150,150
ORD002375,ITEM00326,1,170,170
ORD002375,ITEM00329,2,102,204
ORD002376,ITEM00427,1,179,179
ORD002376,ITEM00431,2,42,84
ORD002376,ITEM00432,2,227,454
ORD002377,ITEM00583,2,174,348
ORD002378,ITEM00558,3,88,264
ORD002379,ITEM00531,2,80,160
ORD002379,ITEM00533,2,167,334
ORD002379,ITEM00530,3,129,387
ORD002380,ITEM01025,3,153,459
ORD002380,ITEM01023,1,128,128
ORD002381,ITEM00650,2,153,306
ORD002381,ITEM00652,2,205,410
ORD002381,ITEM00653,3,305,915
ORD002381,ITEM00649,1,76,76
ORD002382,ITEM01083,1,82,82
ORD002383,ITEM00069,2,72,144
ORD002383,ITEM00070,3,153,459
ORD002383,ITEM00068,2,168,336
ORD002384,ITEM01016,1,186,186
ORD002384,ITEM01017,2,203,406
ORD002384,ITEM01015,2,227,454
ORD002385,ITEM01053,3,201,603
ORD002386,ITEM01164,2,99,198
ORD002386,ITEM01161,1,150,150
ORD002386,ITEM01159,1,161,161
ORD002387,ITEM00719,3,342,1026
ORD002387,ITEM00715,3,77,231
ORD002387,ITEM00716,3,168,504
ORD002387,ITEM00718,3,270,810
ORD002388,ITEM00007,3,335,1005
ORD002388,ITEM00010,3,257,771
ORD002388,ITEM00011,1,333,333
ORD002388,ITEM00008,1,229,229
ORD002389,ITEM00166,3,42,126
ORD002389,ITEM00165,3,277,831
ORD002390,ITEM00016,2,43,86
ORD002390,ITEM00015,2,81,162
ORD002390,ITEM00013,3,93,279
ORD002391,ITEM01068,2,195,390
ORD002391,ITEM01064,3,43,129
ORD002391,ITEM01067,2,131,262
ORD002391,ITEM01065,1,164,164
ORD002392,ITEM00936,2,319,638
ORD002392,ITEM00931,3,49,147
ORD002393,ITEM00949,3,94,282
ORD002393,ITEM00952,3,140,420
ORD002393,ITEM00951,3,137,411
ORD002394,ITEM00676,1,195,195
ORD002394,ITEM00678,3,136,408
ORD002394,ITEM00675,2,124,248
ORD002395,ITEM00543,3,80,240
ORD002395,ITEM00542,2,104,208
ORD002395,ITEM00546,1,61,61
ORD002396,ITEM01102,1,270,270
ORD002397,ITEM00592,1,95,95
ORD002398,ITEM00009,2,230,460
ORD002398,ITEM00008,3,229,687
ORD002398,ITEM00012,3,160,480
ORD002398,ITEM00011,2,333,666
ORD002399,ITEM00528,1,73,73
ORD002399,ITEM00523,3,424,1272
ORD002399,ITEM00526,1,132,132
ORD002399,ITEM00525,1,178,178
ORD002400,ITEM01163,1,177,177
ORD002400,ITEM01160,2,173,346
ORD002400,ITEM01161,3,150,450
ORD002400,ITEM01164,3,99,297
ORD002401,ITEM00211,1,222,222
ORD002401,ITEM00213,3,214,642
ORD002401,ITEM00214,3,236,708
ORD002402,ITEM01094,2,362,724
ORD002402,ITEM01095,3,168,504
ORD002402,ITEM01097,1,241,241
ORD002402,ITEM01098,2,296,592
ORD002403,ITEM00003,1,54,54
ORD002403,ITEM00001,3,136,408
ORD002403,ITEM00005,3,137,411
ORD002404,ITEM00680,2,67,134
ORD002405,ITEM00273,1,170,170
ORD002405,ITEM00276,3,74,222
ORD002406,ITEM01025,3,153,459
ORD002406,ITEM01021,2,105,210
ORD002407,ITEM00509,3,267,801
ORD002407,ITEM00506,2,148,296
ORD002408,ITEM00250,1,340,340
ORD002408,ITEM00252,1,198,198
ORD002408,ITEM00251,3,230,690
ORD002409,ITEM00595,1,48,48
ORD002409,ITEM00597,1,197,197
ORD002409,ITEM00598,3,203,609
ORD002409,ITEM00600,3,189,567
ORD002410,ITEM00366,2,135,270
ORD002410,ITEM00363,2,59,118
ORD002411,ITEM00741,3,340,1020
ORD002411,ITEM00744,3,374,1122
ORD002411,ITEM00743,1,72,72
ORD002412,ITEM00810,1,142,142
ORD002412,ITEM00809,3,159,477
ORD002413,ITEM00784,1,185,185
ORD002414,ITEM00604,3,262,786
ORD002414,ITEM00602,2,173,346
ORD002415,ITEM00569,3,150,450
ORD002415,ITEM00568,3,179,537
ORD002416,ITEM00142,3,104,312
ORD002416,ITEM00139,1,45,45
ORD002416,ITEM00140,1,150,150
ORD002416,ITEM00141,2,239,478
ORD002417,ITEM01187,3,266,798
ORD002417,ITEM01188,3,70,210
ORD002417,ITEM01183,2,309,618
ORD002418,ITEM00972,2,166,332
ORD002418,ITEM00967,1,176,176
ORD002418,ITEM00968,2,154,308
ORD002418,ITEM00970,3,336,1008
ORD002419,ITEM00163,1,342,342
ORD002419,ITEM00167,3,269,807
ORD002419,ITEM00168,2,322,644
ORD002419,ITEM00165,2,277,554
ORD002420,ITEM00931,2,49,98
ORD002420,ITEM00934,3,101,303
ORD002420,ITEM00932,2,350,700
ORD002421,ITEM00404,1,158,158
ORD002422,ITEM00585,3,351,1053
ORD002422,ITEM00588,1,59,59
ORD002422,ITEM00583,2,174,348
ORD002422,ITEM00587,3,295,885
ORD002423,ITEM00255,2,409,818
ORD002423,ITEM00258,3,145,435
ORD002423,ITEM00254,1,120,120
ORD002423,ITEM00253,1,182,182
ORD002424,ITEM00392,1,265,265
ORD002424,ITEM00391,2,372,744
ORD002424,ITEM00395,3,59,177
ORD002424,ITEM00394,2,299,598
ORD002425,ITEM00790,3,278,834
ORD002425,ITEM00787,2,68,136
ORD002426,ITEM00718,3,270,810
ORD002426,ITEM00720,3,229,687
ORD002426,ITEM00717,1,86,86
ORD002426,ITEM00716,2,168,336
ORD002427,ITEM00011,3,333,999
ORD002427,ITEM00009,3,230,690
ORD002427,ITEM00012,2,160,320
ORD002428,ITEM00595,1,48,48
ORD002428,ITEM00598,3,203,609
ORD002428,ITEM00599,2,169,338
ORD002428,ITEM00597,1,197,197
ORD002429,ITEM00764,2,236,472
ORD002429,ITEM00768,2,232,464
ORD002430,ITEM00335,2,83,166
ORD002430,ITEM00332,2,67,134
ORD002431,ITEM01061,2,80,160
ORD002431,ITEM01059,2,74,148
ORD002431,ITEM01060,3,77,231
ORD002431,ITEM01058,1,99,99
ORD002432,ITEM00252,2,198,396
ORD002432,ITEM00247,3,83,249
ORD002433,ITEM00941,2,270,540
ORD002433,ITEM00940,3,239,717
ORD002433,ITEM00942,2,51,102
ORD002434,ITEM00131,2,180,360
ORD002435,ITEM00042,3,148,444
ORD002436,ITEM00495,1,337,337
ORD002436,ITEM00497,1,70,70
ORD002436,ITEM00496,3,321,963
ORD002436,ITEM00494,3,103,309
ORD002437,ITEM00219,2,216,432
ORD002437,ITEM00217,3,159,477
ORD002437,ITEM00220,1,290,290
ORD002437,ITEM00222,2,208,416
ORD002438,ITEM00886,1,352,352
ORD002439,ITEM00115,2,256,512
ORD002439,ITEM00118,3,234,702
ORD002439,ITEM00119,3,207,621
ORD002439,ITEM00116,3,231,693
ORD002440,ITEM00737,2,73,146
ORD002440,ITEM00734,2,245,490
ORD002440,ITEM00736,3,276,828
ORD002440,ITEM00738,3,45,135
ORD002441,ITEM00486,1,311,311
ORD002442,ITEM00578,2,100,200
ORD002443,ITEM00085,2,262,524
ORD002443,ITEM00087,2,229,458
ORD002443,ITEM00086,3,260,780
ORD002443,ITEM00089,1,231,231
ORD002444,ITEM00749,1,175,175
ORD002444,ITEM00747,3,164,492
ORD002444,ITEM00748,1,182,182
ORD002445,ITEM01166,1,60,60
ORD002445,ITEM01167,2,236,472
ORD002446,ITEM00225,1,250,250
ORD002446,ITEM00226,1,76,76
ORD002446,ITEM00227,1,281,281
ORD002446,ITEM00223,1,184,184
ORD002447,ITEM00945,1,155,155
ORD002448,ITEM00946,2,129,258
ORD002448,ITEM00945,3,155,465
ORD002449,ITEM01023,2,128,256
ORD002449,ITEM01026,2,182,364
ORD002450,ITEM00549,1,147,147
ORD002450,ITEM00547,1,174,174
ORD002450,ITEM00548,2,75,150
ORD002450,ITEM00550,1,174,174
ORD002451,ITEM00016,2,43,86
ORD002451,ITEM00017,3,73,219
ORD002451,ITEM00013,2,93,186
ORD002451,ITEM00018,1,132,132
ORD002452,ITEM00825,2,192,384
ORD002452,ITEM00824,2,136,272
ORD002453,ITEM00049,2,144,288
ORD002454,ITEM01156,3,185,555
ORD002454,ITEM01155,2,156,312
ORD002454,ITEM01153,2,205,410
ORD002455,ITEM00593,3,44,132
ORD002455,ITEM00589,2,190,380
ORD002455,ITEM00594,1,133,133
ORD002456,ITEM00311,3,183,549
ORD002456,ITEM00309,2,162,324
ORD002456,ITEM00307,2,261,522
ORD002456,ITEM00312,1,178,178
ORD002457,ITEM01165,3,173,519
ORD002458,ITEM00081,3,75,225
ORD002458,ITEM00082,1,243,243
ORD002458,ITEM00080,3,72,216
ORD002458,ITEM00079,2,85,170
ORD002459,ITEM00257,3,144,432
ORD002459,ITEM00253,3,182,546
ORD002459,ITEM00258,1,145,145
ORD002460,ITEM00654,2,276,552
ORD002460,ITEM00651,1,170,170
ORD002461,ITEM00245,2,194,388
ORD002461,ITEM00246,1,166,166
ORD002461,ITEM00242,2,280,560
ORD002461,ITEM00243,3,207,621
ORD002462,ITEM00291,3,476,1428
ORD002462,ITEM00293,2,408,816
ORD002463,ITEM00739,1,302,302
ORD002463,ITEM00743,3,72,216
ORD002464,ITEM01022,1,190,190
ORD002464,ITEM01023,3,128,384
ORD002464,ITEM01021,2,105,210
ORD002465,ITEM01136,2,148,296
ORD002466,ITEM00242,3,280,840
ORD002466,ITEM00243,2,207,414
ORD002466,ITEM00244,1,248,248
ORD002466,ITEM00246,3,166,498
ORD002467,ITEM00102,3,271,813
ORD002468,ITEM00637,3,41,123
ORD002468,ITEM00641,1,253,253
ORD002468,ITEM00638,2,285,570
ORD002468,ITEM00639,3,105,315
ORD002469,ITEM01041,2,165,330
ORD002469,ITEM01040,3,259,777
ORD002470,ITEM00911,1,130,130
ORD002470,ITEM00908,2,93,186
ORD002470,ITEM00910,3,127,381
ORD002471,ITEM00068,2,168,336
ORD002471,ITEM00070,3,153,459
ORD002471,ITEM00069,1,72,72
ORD002471,ITEM00067,1,175,175
ORD002472,ITEM01111,3,239,717
ORD002472,ITEM01116,1,143,143
ORD002472,ITEM01113,2,292,584
ORD002472,ITEM01112,3,167,501
ORD002473,ITEM01184,1,330,330
ORD002473,ITEM01183,1,309,309
ORD002473,ITEM01186,2,92,184
ORD002473,ITEM01188,2,70,140
ORD002474,ITEM01016,3,186,558
ORD002474,ITEM01020,1,215,215
ORD002474,ITEM01017,2,203,406
ORD002474,ITEM01018,3,266,798
ORD002475,ITEM00693,3,294,882
ORD002475,ITEM00695,1,255,255
ORD002476,ITEM01097,2,241,482
ORD002476,ITEM01094,3,362,1086
ORD002476,ITEM01098,2,296,592
ORD002476,ITEM01095,3,168,504
ORD002477,ITEM00335,2,83,166
ORD002477,ITEM00332,3,67,201
ORD002478,ITEM01001,3,157,471
ORD002478,ITEM00998,1,168,168
ORD002478,ITEM00999,1,190,190
ORD002479,ITEM00263,2,208,416
ORD002479,ITEM00261,1,202,202
ORD002479,ITEM00264,1,259,259
ORD002479,ITEM00262,2,175,350
ORD002480,ITEM01175,2,177,354
ORD002480,ITEM01173,3,151,453
ORD002481,ITEM01030,3,33,99
ORD002482,ITEM00043,3,294,882
ORD002482,ITEM00047,1,143,143
ORD002482,ITEM00048,3,149,447
ORD002483,ITEM00609,3,86,258
ORD002484,ITEM00998,2,168,336
ORD002485,ITEM00449,3,145,435
ORD002485,ITEM00446,1,230,230
ORD002486,ITEM00152,2,260,520
ORD002486,ITEM00156,2,284,568
ORD002486,ITEM00153,3,297,891
ORD002487,ITEM01003,2,148,296
ORD002487,ITEM01007,3,150,450
ORD002488,ITEM00211,2,222,444
ORD002488,ITEM00213,1,214,214
ORD002488,ITEM00216,2,195,390
ORD002489,ITEM00990,3,147,441
ORD002489,ITEM00987,3,61,183
ORD002489,ITEM00985,3,147,441
ORD002489,ITEM00988,1,208,208
ORD002490,ITEM01105,1,209,209
ORD002491,ITEM01109,3,78,234
ORD002491,ITEM01108,3,133,399
ORD002491,ITEM01105,1,209,209
ORD002491,ITEM01106,3,170,510
ORD002492,ITEM01055,3,210,630
ORD002492,ITEM01051,2,212,424
ORD002492,ITEM01053,2,201,402
ORD002493,ITEM00368,1,269,269
ORD002493,ITEM00371,3,312,936
ORD002493,ITEM00369,3,94,282
ORD002494,ITEM00557,3,163,489
ORD002494,ITEM00556,3,86,258
ORD002494,ITEM00558,2,88,176
ORD002495,ITEM00540,1,97,97
ORD002495,ITEM00537,1,130,130
ORD002496,ITEM01076,1,181,181
ORD002496,ITEM01078,1,235,235
ORD002496,ITEM01080,3,250,750
ORD002496,ITEM01077,2,201,402
ORD002497,ITEM00236,1,238,238
ORD002497,ITEM00239,2,99,198
ORD002497,ITEM00235,3,354,1062
ORD002498,ITEM00005,1,137,137
ORD002498,ITEM00006,3,162,486
ORD002499,ITEM00197,1,205,205
ORD002499,ITEM00193,2,150,300
ORD002499,ITEM00195,2,192,384
ORD002499,ITEM00198,1,144,144
ORD002500,ITEM00413,1,169,169
ORD002500,ITEM00412,3,194,582
ORD002500,ITEM00410,1,139,139
ORD002501,ITEM01093,1,285,285
ORD002502,ITEM00767,3,229,687
ORD002502,ITEM00765,3,195,585
ORD002502,ITEM00766,3,243,729
ORD002503,ITEM00529,1,155,155
ORD002504,ITEM01078,2,235,470
ORD002504,ITEM01076,3,181,543
ORD002505,ITEM00374,3,103,309
ORD002505,ITEM00377,2,41,82
ORD002505,ITEM00375,2,66,132
ORD002505,ITEM00373,3,72,216
ORD002506,ITEM00981,2,74,148
ORD002506,ITEM00983,1,61,61
ORD002507,ITEM00544,3,101,303
ORD002507,ITEM00542,2,104,208
ORD002508,ITEM00682,1,344,344
ORD002508,ITEM00683,2,283,566
ORD002508,ITEM00684,2,264,528
ORD002508,ITEM00680,1,67,67
ORD002509,ITEM00613,3,300,900
ORD002509,ITEM00617,1,317,317
ORD002509,ITEM00616,2,342,684
ORD002510,ITEM00988,3,208,624
ORD002510,ITEM00989,3,411,1233
ORD002510,ITEM00985,1,147,147
ORD002510,ITEM00990,1,147,147
ORD002511,ITEM00223,3,184,552
ORD002511,ITEM00228,3,376,1128
ORD002511,ITEM00226,3,76,228
ORD002512,ITEM00544,1,101,101
ORD002512,ITEM00546,3,61,183
ORD002512,ITEM00542,1,104,104
ORD002512,ITEM00541,1,248,248
ORD002513,ITEM00725,3,216,648
ORD002514,ITEM00287,1,44,44
ORD002514,ITEM00284,3,242,726
ORD002515,ITEM01144,2,265,530
ORD002516,ITEM00738,1,45,45
ORD002516,ITEM00735,2,50,100
ORD002516,ITEM00737,1,73,73
ORD002516,ITEM00734,2,245,490
ORD002517,ITEM00068,2,168,336
ORD002518,ITEM00923,2,56,112
ORD002518,ITEM00919,2,146,292
ORD002519,ITEM00969,3,138,414
ORD002519,ITEM00967,2,176,352
ORD002520,ITEM00601,1,209,209
ORD002520,ITEM00602,3,173,519
ORD002520,ITEM00605,2,170,340
ORD002521,ITEM01125,1,253,253
ORD002521,ITEM01124,2,236,472
ORD002521,ITEM01127,2,205,410
ORD002522,ITEM00879,2,97,194
ORD002523,ITEM00232,3,298,894
ORD002524,ITEM00024,2,136,272
ORD002525,ITEM00451,2,180,360
ORD002525,ITEM00456,1,284,284
ORD002525,ITEM00454,2,229,458
ORD002526,ITEM00790,2,278,556
ORD002526,ITEM00788,2,338,676
ORD002526,ITEM00792,2,287,574
ORD002527,ITEM00658,2,270,540
ORD002527,ITEM00657,2,187,374
ORD002528,ITEM01171,3,133,399
ORD002528,ITEM01173,2,151,302
ORD002528,ITEM01172,1,153,153
ORD002529,ITEM00291,3,476,1428
ORD002529,ITEM00294,3,190,570
ORD002530,ITEM00584,1,263,263
ORD002530,ITEM00586,3,251,753
ORD002530,ITEM00587,1,295,295
ORD002531,ITEM01104,3,69,207
ORD002532,ITEM00472,3,321,963
ORD002532,ITEM00470,1,208,208
ORD002533,ITEM00982,1,299,299
ORD002533,ITEM00984,2,277,554
ORD002534,ITEM00805,2,167,334
ORD002534,ITEM00807,2,71,142
ORD002534,ITEM00810,3,142,426
ORD002534,ITEM00806,3,46,138
ORD002535,ITEM00437,1,273,273
ORD002536,ITEM00339,3,184,552
ORD002537,ITEM00577,2,326,652
ORD002537,ITEM00581,2,71,142
ORD002537,ITEM00582,3,258,774
ORD002537,ITEM00578,2,100,200
ORD002538,ITEM00599,2,169,338
ORD002539,ITEM01049,3,221,663
ORD002539,ITEM01047,1,160,160
ORD002540,ITEM01094,2,362,724
ORD002540,ITEM01096,1,316,316
ORD002540,ITEM01098,3,296,888
ORD002540,ITEM01093,1,285,285
ORD002541,ITEM00739,3,302,906
ORD002541,ITEM00742,2,291,582
ORD002542,ITEM00360,1,264,264
ORD002542,ITEM00359,1,268,268
ORD002543,ITEM01089,2,73,146
ORD002543,ITEM01090,1,90,90
ORD002543,ITEM01092,3,59,177
ORD002544,ITEM00896,1,252,252
ORD002544,ITEM00898,1,176,176
ORD002544,ITEM00895,3,289,867
ORD002544,ITEM00900,3,354,1062
ORD002545,ITEM00775,1,100,100
ORD002545,ITEM00778,1,111,111
ORD002545,ITEM00780,3,145,435
ORD002546,ITEM00407,3,179,537
ORD002546,ITEM00403,3,110,330
ORD002547,ITEM00132,2,145,290
ORD002548,ITEM00235,1,354,354
ORD002549,ITEM00768,2,232,464
ORD002549,ITEM00767,3,229,687
ORD002549,ITEM00765,2,195,390
ORD002549,ITEM00763,3,230,690
ORD002550,ITEM01092,2,59,118
ORD002551,ITEM00656,3,80,240
ORD002551,ITEM00660,3,239,717
ORD002551,ITEM00659,3,355,1065
ORD002551,ITEM00655,1,294,294
ORD002552,ITEM00237,3,293,879
ORD002553,ITEM00293,1,408,408
ORD002554,ITEM00333,3,297,891
ORD002554,ITEM00336,2,46,92
ORD002555,ITEM00016,1,43,43
ORD002555,ITEM00014,2,39,78
ORD002555,ITEM00013,3,93,279
ORD002555,ITEM00015,3,81,243
ORD002556,ITEM00020,1,155,155
